# submitted_item	validated_id	current_symbol
CG31609	FBgn0051609	CG31609
CG31819	FBgn0028893	CG31819
CG32087	FBgn0052087	CG32087
CG32462	FBgn0052462	CG32462
CG32643	FBgn0052643	CG32643
CG32727	FBgn0265265	CG32727
CG32945	FBgn0052945	CG32945
CG33287	FBgn0053287	CG33287
CG33309	FBgn0053309	CG33309
CG33489	FBgn0053489	CG33489
CG3349	FBgn0036459	CG3349
CG33490	FBgn0053490	CG33490
CG33658	FBgn0053658	CG33658
CG33664	FBgn0053664	CG33664
CG33665	FBgn0053665	CG33665
CG33773	FBgn0053773	CG33773
CG34029	FBgn0054029	CG34029
CG34199	FBgn0085228	CG34199
CG34210	FBgn0085239	CG34210
CG34238	FBgn0085267	CG34238
CG34274	FBgn0085303	CG34274
CG34298	FBgn0085327	CG34298
CG34323	FBgn0085352	CG34323
CG34432	FBgn0085461	CG34432
CG3483	FBgn0035005	CG3483
CG3650	FBgn0035070	CG3650
CG3698	FBgn0037023	CG3698
CG3708	FBgn0040345	CG3708
CG3748	FBgn0032110	CG3748
CG3795	FBgn0025378	CG3795
CG42536	FBgn0260644	CG42536
CG42592	FBgn0260969	CG42592
CG42650	FBgn0261502	CG42650
CG42658	FBgn0261523	CG42658
CG42685	FBgn0261571	CG42685
CG42693	FBgn0261583	CG42693
CG42710	FBgn0261627	CG42710
CG42752	FBgn0261806	CG42752
CG42753	FBgn0261807	CG42753
CG43127	FBgn0262592	CG43127
CG43136	FBgn0262610	CG43136
CG43246	FBgn0262891	CG43246
CG43271	FBgn0262960	CG43271
CG43288	FBgn0262980	CG43288
CG43292	FBgn0262984	CG43292
CG43296	FBgn0262988	CG43296
CG43401	FBgn0263320	CG43401
CG43405	FBgn0263324	CG43405
CG43450	FBgn0263404	CG43450
CG43814	FBgn0264362	CG43814
CG43886	FBgn0264478	CG43886
CG43895	FBgn0264487	CG43895
CG43965	FBgn0264696	CG43965
CG44271	FBgn0265257	CG44271
CG44335	FBgn0265423	CG44335
CG44433	FBgn0265625	CG44433
CG44623	FBgn0265834	CG44623
CG4483	FBgn0035970	CG4483
CG45154	FBgn0266647	CG45154
CG46428	FBgn0286931	CG46428
CG46430	FBgn0286933	CG46430
CG4955	FBgn0030814	CG4955
CG4956	FBgn0039370	CG4956
CG4970	FBgn0032364	CG4970
CG5217	FBgn0038694	CG5217
CG5250	FBgn0038691	CG5250
CG5623	FBgn0038357	CG5623
CG7366	FBgn0035855	CG7366
CG7423	FBgn0030982	CG7423
CG7557	FBgn0036159	CG7557
CG7653	FBgn0028935	CG7653
CG7755	FBgn0034105	CG7755
CG7856	FBgn0033056	CG7856
CG8138	FBgn0038122	CG8138
CG8508	FBgn0038123	CG8508
CG8746	FBgn0033330	CG8746
CG9030	FBgn0030599	CG9030
CG9101	FBgn0030622	CG9101
CG9483	FBgn0032072	CG9483
CG9582	FBgn0032090	CG9582
CG9592	FBgn0036426	CG9592
CG9926	FBgn0038190	CG9926
CR43100	FBgn0262546	CR43100
CR43142	FBgn0262616	CR43142
CR45315	FBgn0266854	CR45315
CSN1a	FBgn0028838	CSN1a
Cp16	FBgn0000356	Cp16
Cpr72Eb	FBgn0036618	Cpr72Eb
E(spl)m8-HLH	FBgn0000591	E(spl)m8-HLH
Gr59a	FBgn0045483	Gr59a
Ir56b	FBgn0034456	Ir56b
Ir67c	FBgn0052058	Ir67c
Ir94e	FBgn0259194	Ir94e
Klp59C	FBgn0034824	Klp59C
Klp59D	FBgn0034827	Klp59D
Lcp65Ae	FBgn0020640	Lcp65Ae
Lcp65Ag1	FBgn0020638	Lcp65Ag1
ND-24L	FBgn0036706	ND-24L
Np	FBgn0265011	Np
Np	FBal0013154	Np[1]
Parp16	FBgn0034129	Parp16
PpD5	FBgn0005778	PpD5
PpY-55A	FBgn0003140	PpY-55A
RpS28a	FBgn0039739	RpS28a
Rtnl2	FBgn0015831	Rtnl2
SA-2	FBgn0043865	SA-2
Sdic4	FBgn0053499	Sdic4
SdicC	FBgn0283434	SdicC
SkpC	FBgn0026175	SkpC
SkpD	FBgn0026174	SkpD
TfIIA-S-2	FBgn0040338	TfIIA-S-2
Uch-L5R	FBgn0030370	Uch-L5R
Vha16-5	FBgn0032294	Vha16-5
VhaM9.7-d	FBgn0038458	VhaM9.7-d
VhaPPA1-2	FBgn0262514	VhaPPA1-2
asRNA:CR43299	FBgn0262991	asRNA:CR43299
asRNA:CR44064	FBgn0264873	asRNA:CR44064
asRNA:CR44304	FBgn0265363	asRNA:CR44304
asRNA:CR44818	FBgn0266065	asRNA:CR44818
asRNA:CR45326	FBgn0266865	asRNA:CR45326
asRNA:CR45397	FBgn0266946	asRNA:CR45397
asRNA:CR46038	FBgn0267705	asRNA:CR46038
betaNACtes2	FBgn0030563	betaNACtes2
cona	FBgn0038612	cona
lncRNA:CR43247	FBgn0262892	lncRNA:CR43247
lncRNA:CR43289	FBgn0262981	lncRNA:CR43289
lncRNA:CR43451	FBgn0263405	lncRNA:CR43451
lncRNA:CR43484	FBgn0263495	lncRNA:CR43484
lncRNA:CR44175	FBgn0265064	lncRNA:CR44175
lncRNA:CR44258	FBgn0265198	lncRNA:CR44258
lncRNA:CR44269	FBgn0265255	lncRNA:CR44269
lncRNA:CR44401	FBgn0265551	lncRNA:CR44401
lncRNA:CR44420	FBgn0265593	lncRNA:CR44420
lncRNA:CR44461	FBgn0265654	lncRNA:CR44461
lncRNA:CR44536	FBgn0265729	lncRNA:CR44536
lncRNA:CR44590	FBgn0265801	lncRNA:CR44590
lncRNA:CR44643	FBgn0265854	lncRNA:CR44643
lncRNA:CR44769	FBgn0265994	lncRNA:CR44769
lncRNA:CR44773	FBgn0265999	lncRNA:CR44773
lncRNA:CR44950	FBgn0266255	lncRNA:CR44950
lncRNA:CR45103	FBgn0266564	lncRNA:CR45103
lncRNA:CR45417	FBgn0266966	lncRNA:CR45417
lncRNA:CR45449	FBgn0267005	lncRNA:CR45449
lncRNA:CR45550	FBgn0267110	lncRNA:CR45550
lncRNA:CR45803	FBgn0267453	lncRNA:CR45803
lncRNA:CR46087	FBgn0267756	lncRNA:CR46087
lncRNA:CR46119	FBgn0267788	lncRNA:CR46119
lncRNA:CR46237	FBgn0267957	lncRNA:CR46237
lncRNA:CR46336	FBgn0285940	lncRNA:CR46336
mms4	FBgn0033549	mms4
ms(2)35Ci	FBgn0011239	ms(2)35Ci
scaRNA:PsiU1-6	FBgn0263477	scaRNA:PsiU1-6
scaRNA:PsiU5-44	FBgn0263487	scaRNA:PsiU5-44
snRNA:U5:34A	FBgn0003935	snRNA:U5:34A
sut3	FBgn0028561	sut3
yellow-e2	FBgn0038151	yellow-e2
yellow-e3	FBgn0038150	yellow-e3
CG10154	FBgn0036361	CG10154
CG10834	FBgn0032972	CG10834
CG11262	FBgn0036329	CG11262
CG11350	FBgn0035552	CG11350
CG11382	FBgn0040367	CG11382
CG13047	FBgn0036594	CG13047
CG13049	FBgn0036592	CG13049
CG13728	FBgn0036716	CG13728
CG14014	FBgn0031718	CG14014
CG14380	FBgn0038124	CG14380
CG14929	FBgn0032365	CG14929
CG15570	FBgn0029697	CG15570
CG15721	FBgn0030438	CG15721
CG15820	FBgn0035312	CG15820
CG16727	FBgn0038719	CG16727
CG17239	FBgn0042186	CG17239
CG18132	FBgn0031345	CG18132
CG18586	FBgn0035642	CG18586
CG30416	FBgn0050416	CG30416
CG30471	FBgn0050471	CG30471
CG31661	FBgn0051661	CG31661
CG31681	FBgn0051681	CG31681
CG31693	FBgn0051693	CG31693
CG32277	FBgn0052277	CG32277
CG32642	FBgn0052642	CG32642
CG32834	FBgn0052834	CG32834
CG33687	FBgn0053687	CG33687
CG33791	FBgn0035240	CG33791
CG34290	FBgn0085319	CG34290
CG34435	FBgn0085464	CG34435
CG3649	FBgn0034785	CG3649
CG42521	FBgn0260396	CG42521
CG42560	FBgn0260762	CG42560
CG42759	FBgn0261817	CG42759
CG43138	FBgn0262612	CG43138
CG43184	FBgn0262813	CG43184
CG43190	FBgn0262819	CG43190
CG44227	FBgn0265158	CG44227
CG44290	FBgn0265317	CG44290
CG4440	FBgn0040984	CG4440
CG45765	FBgn0267412	CG45765
CG5568	FBgn0035641	CG5568
CG7443	FBgn0037577	CG7443
CG9877	FBgn0034819	CG9877
CR46447	FBgn0287217	CR46447
Cpr47Eb	FBgn0033598	Cpr47Eb
Cyp313a3	FBgn0038007	Cyp313a3
Elba3	FBgn0031621	Elba3
Glut3	FBgn0015230	Glut3
ND-B14.5AL	FBgn0037172	ND-B14.5AL
Osi14	FBgn0040279	Osi14
Pp1-Y1	FBgn0261399	Pp1-Y1
SNCF	FBgn0036349	SNCF
Send1	FBgn0031406	Send1
Ser12	FBgn0011832	Ser12
Vm26Ac	FBgn0086266	Vm26Ac
Vml	FBgn0085362	Vml
asRNA:CR46012	FBgn0267676	asRNA:CR46012
asRNA:CR46097	FBgn0267766	asRNA:CR46097
gammaTub37C	FBgn0010097	gammaTub37C
glob3	FBgn0037385	glob3
hpRNA:CR32205	FBgn0052205	hpRNA:CR32205
lncRNA:CR44263	FBgn0265203	lncRNA:CR44263
lncRNA:CR44584	FBgn0265795	lncRNA:CR44584
lncRNA:CR44698	FBgn0265909	lncRNA:CR44698
lncRNA:CR44699	FBgn0265910	lncRNA:CR44699
lncRNA:CR45606	FBgn0267166	lncRNA:CR45606
osk	FBgn0003015	osk
polyph	FBgn0033572	polyph
snoRNA:Me18S-G1358b	FBgn0086054	snoRNA:Me18S-G1358b
snoRNA:Psi18S-525k	FBgn0083028	snoRNA:Psi18S-525k
ttm3	FBgn0032971	ttm3
825-Oak	FBgn0052208	825-Oak
ARY	FBgn0058064	ARY
Alp1	FBgn0283479	Alp1
Best4	FBgn0036491	Best4
BicC	FBgn0000182	BicC
BobA	FBgn0040487	BobA
CG10013	FBgn0038012	CG10013
CG10486	FBgn0035647	CG10486
CG10598	FBgn0003057	CG10598
CG10748	FBgn0036327	CG10748
CG10909	FBgn0038090	CG10909
CG10953	FBgn0034204	CG10953
CG11370	FBgn0037181	CG11370
CG11584	FBgn0030541	CG11584
CG11629	FBgn0032965	CG11629
CG11703	FBgn0038690	CG11703
CG12078	FBgn0035426	CG12078
CG12438	FBgn0032065	CG12438
CG12517	FBgn0032311	CG12517
CG12519	FBgn0036872	CG12519
CG12607	FBgn0035545	CG12607
CG13039	FBgn0036609	CG13039
CG13048	FBgn0036593	CG13048
CG13060	FBgn0036606	CG13060
CG13063	FBgn0036601	CG13063
CG13066	FBgn0040797	CG13066
CG13113	FBgn0032126	CG13113
CG13171	FBgn0033701	CG13171
CG13217	FBgn0033590	CG13217
CG13218	FBgn0033587	CG13218
CG13227	FBgn0033589	CG13227
CG13297	FBgn0035685	CG13297
CG13403	FBgn0030544	CG13403
CG13465	FBgn0040809	CG13465
CG13712	FBgn0035570	CG13712
CG13813	FBgn0036956	CG13813
CG13946	FBgn0040725	CG13946
CG13998	FBgn0040949	CG13998
CG14069	FBgn0032315	CG14069
CG14095	FBgn0036870	CG14095
CG14096	FBgn0036871	CG14096
CG14110	FBgn0036352	CG14110
CG14111	FBgn0036350	CG14111
CG14147	FBgn0036112	CG14147
CG1421	FBgn0032966	CG1421
CG14453	FBgn0037179	CG14453
CG14568	FBgn0037124	CG14568
CG14569	FBgn0037123	CG14569
CG14570	FBgn0037122	CG14570
CG14635	FBgn0029535	CG14635
CG14651	FBgn0037254	CG14651
CG14684	FBgn0037824	CG14684
CG14684	FBgn0014127	barr
CG14736	FBgn0037986	CG14736
CG14915	FBgn0032335	CG14915
CG15022	FBgn0035547	CG15022
CG15023	FBgn0035548	CG15023
CG15024	FBgn0040699	CG15024
CG15167	FBgn0032709	CG15167
CG15480	FBgn0032489	CG15480
CG15571	FBgn0029696	CG15571
CG15930	FBgn0029754	CG15930
CG16956	FBgn0032523	CG16956
CG17287	FBgn0034202	CG17287
CG17580	FBgn0040755	CG17580
CG17784	FBgn0039192	CG17784
CG17917	FBgn0037431	CG17917
CG18294	FBgn0036873	CG18294
CG18518	FBgn0028900	CG18518
CG18558	FBgn0031469	CG18558
CG18581	FBgn0036466	CG18581
CG1894	FBgn0039585	CG1894
CG1986	FBgn0030162	CG1986
CG2577	FBgn0030384	CG2577
CG30037	FBgn0050037	CG30037
CG30075	FBgn0050075	CG30075
CG30161	FBgn0050161	CG30161
CG30177	FBgn0050177	CG30177
CG30275	FBgn0050275	CG30275
CG30375	FBgn0050375	CG30375
CG30413	FBgn0050413	CG30413
CG30458	FBgn0050458	CG30458
CG31542	FBgn0051542	CG31542
CG31926	FBgn0051926	CG31926
CG31928	FBgn0051928	CG31928
CG32117	FBgn0052117	CG32117
CG3216	FBgn0034568	CG3216
CG32213	FBgn0052213	CG32213
CG32248	FBgn0052248	CG32248
CG32249	FBgn0052249	CG32249
CG32263	FBgn0052263	CG32263
CG32301	FBgn0052301	CG32301
CG32395	FBgn0041232	CG32395
CG32453	FBgn0052453	CG32453
CG32983	FBgn0052983	CG32983
CG32986	FBgn0052986	CG32986
CG32987	FBgn0052987	CG32987
CG32988	FBgn0052988	CG32988
CG33263	FBgn0053263	CG33263
CG33271	FBgn0053271	CG33271
CG33282	FBgn0053282	CG33282
CG33333	FBgn0053333	CG33333
CG33342	FBgn0086610	CG33342
CG3355	FBgn0031619	CG3355
CG33689	FBgn0053689	CG33689
CG33723	FBgn0053723	CG33723
CG33783	FBgn0053783	CG33783
CG33796	FBgn0053796	CG33796
CG34049	FBgn0054049	CG34049
CG34162	FBgn0085191	CG34162
CG34224	FBgn0085253	CG34224
CG34248	FBgn0085277	CG34248
CG34267	FBgn0085296	CG34267
CG34268	FBgn0085297	CG34268
CG34295	FBgn0085324	CG34295
CG3502	FBgn0046253	CG3502
CG3880	FBgn0035057	CG3880
CG4116	FBgn0029649	CG4116
CG4174	FBgn0036793	CG4174
CG4229	FBgn0036639	CG4229
CG42535	FBgn0260643	CG42535
CG42778	FBgn0261846	CG42778
CG42779	FBgn0261847	CG42779
CG42781	FBgn0261849	CG42781
CG42814	FBgn0261996	CG42814
CG42819	FBgn0262001	CG42819
CG42870	FBgn0262144	CG42870
CG43054	FBgn0262356	CG43054
CG43070	FBgn0262480	CG43070
CG43116	FBgn0262576	CG43116
CG43135	FBgn0262609	CG43135
CG43181	FBgn0262810	CG43181
CG43198	FBgn0262827	CG43198
CG43203	FBgn0262839	CG43203
CG43203	FBgn0261926	CG42793
CG43204	FBgn0262840	CG43204
CG43249	FBgn0262894	CG43249
CG43339	FBgn0263078	CG43339
CG43362	FBgn0263094	CG43362
CG43447	FBgn0263401	CG43447
CG43851	FBgn0264433	CG43851
CG44044	FBgn0264836	CG44044
CG44142	FBgn0264991	CG44142
CG44174	FBgn0265063	CG44174
CG44253	FBgn0265188	CG44253
CG44270	FBgn0265256	CG44270
CG44355	FBgn0265455	CG44355
CG44428	FBgn0265610	CG44428
CG45413	FBgn0266962	CG45413
CG4998	FBgn0036612	CG4998
CG5347	FBgn0030578	CG5347
CG5478	FBgn0038386	CG5478
CG5756	FBgn0034301	CG5756
CG5860	FBgn0038506	CG5860
CG5863	FBgn0038507	CG5863
CG6873	FBgn0030951	CG6873
CG7276	FBgn0036499	CG7276
CG7465	FBgn0035551	CG7465
CG7551	FBgn0036161	CG7551
CG7691	FBgn0038626	CG7691
CG7907	FBgn0038887	CG7907
CG9133	FBgn0035198	CG9133
CG9269	FBgn0038161	CG9269
CG9294	FBgn0034666	CG9294
CG9500	FBgn0031804	CG9500
CR11386	FBgn0260447	CR11386
CR11386	FBgn0053222	CR33222
CR15821	FBgn0035311	CR15821
CR30409	FBgn0050409	CR30409
CR34254	FBgn0085283	CR34254
CR40182	FBgn0058182	CR40182
CR42842	FBgn0262031	CR42842
CR43105	FBgn0262565	CR43105
CR43158	FBgn0262688	CR43158
CR43186	FBgn0262815	CR43186
CR43276	FBgn0262965	CR43276
CR45775	FBgn0267422	CR45775
CR46150	FBgn0267862	CR46150
CR46402	FBgn0286880	CR46402
Ccp84Ac	FBgn0004781	Ccp84Ac
Ccp84Ad	FBgn0004780	Ccp84Ad
Ccp84Ae	FBgn0004779	Ccp84Ae
Cpr65Av	FBgn0052405	Cpr65Av
Cpr65Ax2	FBgn0042118	Cpr65Ax2
Cpr65Ea	FBgn0035735	Cpr65Ea
Cpr66Cb	FBgn0035875	Cpr66Cb
Cpr67Fa1	FBgn0036108	Cpr67Fa1
Cpr67Fa2	FBgn0036109	Cpr67Fa2
Cpr78Cc	FBgn0037069	Cpr78Cc
Cyp313a2	FBgn0038006	Cyp313a2
Dic4	FBgn0036808	Dic4
E(spl)m4-BFM	FBgn0002629	E(spl)m4-BFM
His-Psi:CR33805	FBgn0053805	His-Psi:CR33805
Ir48b	FBgn0033648	Ir48b
Ir54a	FBgn0034272	Ir54a
Ir67b	FBgn0036083	Ir67b
Ir7b	FBgn0029965	Ir7b
ItgaPS5	FBgn0034880	ItgaPS5
LS2	FBgn0034834	LS2
LS2	FBtp0089443	M{bab2-GFP.LAE.LS2}
Lcp65Af	FBgn0020639	Lcp65Af
Met75Ca	FBgn0028416	Met75Ca
Mur11Da	FBgn0052644	Mur11Da
Ocho	FBgn0040296	Ocho
Or24a	FBgn0026394	Or24a
Or30a	FBgn0032096	Or30a
Or83a	FBgn0037322	Or83a
Osi13	FBgn0037422	Osi13
Osi18	FBgn0037428	Osi18
Osi19	FBgn0037429	Osi19
Osi20	FBgn0037430	Osi20
Pgam5-2	FBgn0035004	Pgam5-2
Pp1-Y2	FBgn0046698	Pp1-Y2
Prosbeta2R1	FBgn0029812	Prosbeta2R1
Rpp14b	FBgn0039744	Rpp14b
SkpE	FBgn0031074	SkpE
Sr-CII	FBgn0020377	Sr-CII
Ste:CG33236	FBgn0053236	Ste:CG33236
Su(Ste):CR42433	FBgn0259864	Su(Ste):CR42433
Tengl2	FBgn0052463	Tengl2
Trf4	FBgn0031444	Trf4
Trf4	FBgn0030049	Trf4-1
Trxr-2	FBgn0037170	Trxr-2
TwdlB	FBgn0039436	TwdlB
TwdlC	FBgn0039469	TwdlC
TwdlD	FBgn0039444	TwdlD
TwdlH	FBgn0051080	TwdlH
TwdlL	FBgn0039437	TwdlL
TwdlN	FBgn0039441	TwdlN
TwdlP	FBgn0039435	TwdlP
TwdlQ	FBgn0039448	TwdlQ
TwdlR	FBgn0051081	TwdlR
TwdlV	FBgn0037227	TwdlV
Ugt307A1	FBgn0031887	Ugt307A1
Ugt49B2	FBgn0038886	Ugt49B2
Vha16-2	FBgn0028668	Vha16-2
Vha16-4	FBgn0262513	Vha16-4
Zip42C.2	FBgn0033097	Zip42C.2
ac	FBgn0000022	ac
asRNA:CR42743	FBgn0261707	asRNA:CR42743
asRNA:CR43413	FBgn0263332	asRNA:CR43413
asRNA:CR43477	FBgn0263454	asRNA:CR43477
asRNA:CR43478	FBgn0263455	asRNA:CR43478
asRNA:CR43615	FBgn0263590	asRNA:CR43615
asRNA:CR43735	FBgn0263992	asRNA:CR43735
asRNA:CR43824	FBgn0264372	asRNA:CR43824
asRNA:CR43948	FBgn0264599	asRNA:CR43948
asRNA:CR44045	FBgn0264837	asRNA:CR44045
asRNA:CR44134	FBgn0264983	asRNA:CR44134
asRNA:CR44147	FBgn0264996	asRNA:CR44147
asRNA:CR44155	FBgn0265038	asRNA:CR44155
asRNA:CR44266	FBgn0265252	asRNA:CR44266
asRNA:CR44275	FBgn0265302	asRNA:CR44275
asRNA:CR44592	FBgn0265803	asRNA:CR44592
asRNA:CR44972	FBgn0266307	asRNA:CR44972
asRNA:CR45268	FBgn0266806	asRNA:CR45268
asRNA:CR45814	FBgn0267464	asRNA:CR45814
asRNA:CR45871	FBgn0267531	asRNA:CR45871
asRNA:CR45886	FBgn0267546	asRNA:CR45886
asRNA:CR45995	FBgn0267657	asRNA:CR45995
asRNA:CR46047	FBgn0267714	asRNA:CR46047
asRNA:CR46081	FBgn0267750	asRNA:CR46081
betaNACtes6	FBgn0052598	betaNACtes6
brv1	FBgn0036874	brv1
brv1	FBal0265805	GlcAT-P[brv1]
brv2	FBgn0036712	brv2
brv2	FBal0265806	GlcAT-P[brv2]
comr	FBgn0034667	comr
gsb	FBgn0001148	gsb
gsb	FBgn0001147	gsb-n
lncRNA:CR31840	FBgn0051840	lncRNA:CR31840
lncRNA:CR33938	FBgn0063127	lncRNA:CR33938
lncRNA:CR40172	FBgn0058172	lncRNA:CR40172
lncRNA:CR42696	FBgn0261586	lncRNA:CR42696
lncRNA:CR42756	FBgn0261814	lncRNA:CR42756
lncRNA:CR43193	FBgn0262822	lncRNA:CR43193
lncRNA:CR43238	FBgn0262883	lncRNA:CR43238
lncRNA:CR43280	FBgn0262969	lncRNA:CR43280
lncRNA:CR43298	FBgn0262990	lncRNA:CR43298
lncRNA:CR43306	FBgn0262998	lncRNA:CR43306
lncRNA:CR43372	FBgn0263130	lncRNA:CR43372
lncRNA:CR43409	FBgn0263328	lncRNA:CR43409
lncRNA:CR43435	FBgn0263383	lncRNA:CR43435
lncRNA:CR43440	FBgn0263388	lncRNA:CR43440
lncRNA:CR43622	FBgn0263613	lncRNA:CR43622
lncRNA:CR43625	FBgn0263616	lncRNA:CR43625
lncRNA:CR43627	FBgn0263618	lncRNA:CR43627
lncRNA:CR43649	FBgn0263658	lncRNA:CR43649
lncRNA:CR43682	FBgn0263765	lncRNA:CR43682
lncRNA:CR43718	FBgn0263871	lncRNA:CR43718
lncRNA:CR43721	FBgn0263874	lncRNA:CR43721
lncRNA:CR43763	FBgn0264263	lncRNA:CR43763
lncRNA:CR43802	FBgn0264346	lncRNA:CR43802
lncRNA:CR43819	FBgn0264367	lncRNA:CR43819
lncRNA:CR43823	FBgn0264371	lncRNA:CR43823
lncRNA:CR43830	FBgn0264378	lncRNA:CR43830
lncRNA:CR43846	FBgn0264428	lncRNA:CR43846
lncRNA:CR43848	FBgn0264430	lncRNA:CR43848
lncRNA:CR43852	FBgn0264434	lncRNA:CR43852
lncRNA:CR43888	FBgn0264480	lncRNA:CR43888
lncRNA:CR43930	FBgn0264551	lncRNA:CR43930
lncRNA:CR43967	FBgn0264698	lncRNA:CR43967
lncRNA:CR44032	FBgn0264824	lncRNA:CR44032
lncRNA:CR44048	FBgn0264840	lncRNA:CR44048
lncRNA:CR44057	FBgn0264866	lncRNA:CR44057
lncRNA:CR44081	FBgn0264890	lncRNA:CR44081
lncRNA:CR44131	FBgn0264980	lncRNA:CR44131
lncRNA:CR44136	FBgn0264985	lncRNA:CR44136
lncRNA:CR44191	FBgn0265080	lncRNA:CR44191
lncRNA:CR44196	FBgn0265085	lncRNA:CR44196
lncRNA:CR44204	FBgn0265099	lncRNA:CR44204
lncRNA:CR44214	FBgn0265145	lncRNA:CR44214
lncRNA:CR44217	FBgn0265148	lncRNA:CR44217
lncRNA:CR44278	FBgn0265305	lncRNA:CR44278
lncRNA:CR44305	FBgn0265364	lncRNA:CR44305
lncRNA:CR44324	FBgn0265383	lncRNA:CR44324
lncRNA:CR44376	FBgn0265526	lncRNA:CR44376
lncRNA:CR44387	FBgn0265537	lncRNA:CR44387
lncRNA:CR44397	FBgn0265547	lncRNA:CR44397
lncRNA:CR44398	FBgn0265548	lncRNA:CR44398
lncRNA:CR44418	FBgn0265591	lncRNA:CR44418
lncRNA:CR44460	FBgn0265653	lncRNA:CR44460
lncRNA:CR44484	FBgn0265677	lncRNA:CR44484
lncRNA:CR44486	FBgn0265679	lncRNA:CR44486
lncRNA:CR44490	FBgn0265683	lncRNA:CR44490
lncRNA:CR44497	FBgn0265690	lncRNA:CR44497
lncRNA:CR44501	FBgn0265694	lncRNA:CR44501
lncRNA:CR44502	FBgn0265695	lncRNA:CR44502
lncRNA:CR44543	FBgn0265736	lncRNA:CR44543
lncRNA:CR44558	FBgn0265751	lncRNA:CR44558
lncRNA:CR44559	FBgn0265752	lncRNA:CR44559
lncRNA:CR44562	FBgn0265755	lncRNA:CR44562
lncRNA:CR44591	FBgn0265802	lncRNA:CR44591
lncRNA:CR44601	FBgn0265812	lncRNA:CR44601
lncRNA:CR44675	FBgn0265886	lncRNA:CR44675
lncRNA:CR44693	FBgn0265904	lncRNA:CR44693
lncRNA:CR44712	FBgn0265923	lncRNA:CR44712
lncRNA:CR44732	FBgn0265945	lncRNA:CR44732
lncRNA:CR44743	FBgn0265956	lncRNA:CR44743
lncRNA:CR44745	FBgn0265958	lncRNA:CR44745
lncRNA:CR44750	FBgn0265963	lncRNA:CR44750
lncRNA:CR44777	FBgn0266003	lncRNA:CR44777
lncRNA:CR44786	FBgn0266021	lncRNA:CR44786
lncRNA:CR44796	FBgn0266031	lncRNA:CR44796
lncRNA:CR44798	FBgn0266033	lncRNA:CR44798
lncRNA:CR44803	FBgn0266038	lncRNA:CR44803
lncRNA:CR44826	FBgn0266073	lncRNA:CR44826
lncRNA:CR44861	FBgn0266155	lncRNA:CR44861
lncRNA:CR44918	FBgn0266223	lncRNA:CR44918
lncRNA:CR44919	FBgn0266224	lncRNA:CR44919
lncRNA:CR44927	FBgn0266232	lncRNA:CR44927
lncRNA:CR44971	FBgn0266306	lncRNA:CR44971
lncRNA:CR44994	FBgn0266329	lncRNA:CR44994
lncRNA:CR45031	FBgn0266391	lncRNA:CR45031
lncRNA:CR45055	FBgn0266415	lncRNA:CR45055
lncRNA:CR45138	FBgn0266631	lncRNA:CR45138
lncRNA:CR45172	FBgn0266682	lncRNA:CR45172
lncRNA:CR45228	FBgn0266763	lncRNA:CR45228
lncRNA:CR45234	FBgn0266769	lncRNA:CR45234
lncRNA:CR45236	FBgn0266771	lncRNA:CR45236
lncRNA:CR45238	FBgn0266773	lncRNA:CR45238
lncRNA:CR45276	FBgn0266814	lncRNA:CR45276
lncRNA:CR45277	FBgn0266815	lncRNA:CR45277
lncRNA:CR45285	FBgn0266823	lncRNA:CR45285
lncRNA:CR45297	FBgn0266835	lncRNA:CR45297
lncRNA:CR45317	FBgn0266856	lncRNA:CR45317
lncRNA:CR45322	FBgn0266861	lncRNA:CR45322
lncRNA:CR45335	FBgn0266874	lncRNA:CR45335
lncRNA:CR45352	FBgn0266892	lncRNA:CR45352
lncRNA:CR45369	FBgn0266909	lncRNA:CR45369
lncRNA:CR45408	FBgn0266957	lncRNA:CR45408
lncRNA:CR45423	FBgn0266972	lncRNA:CR45423
lncRNA:CR45438	FBgn0266987	lncRNA:CR45438
lncRNA:CR45448	FBgn0267004	lncRNA:CR45448
lncRNA:CR45453	FBgn0267009	lncRNA:CR45453
lncRNA:CR45526	FBgn0267082	lncRNA:CR45526
lncRNA:CR45534	FBgn0267090	lncRNA:CR45534
lncRNA:CR45555	FBgn0267115	lncRNA:CR45555
lncRNA:CR45560	FBgn0267120	lncRNA:CR45560
lncRNA:CR45569	FBgn0267129	lncRNA:CR45569
lncRNA:CR45571	FBgn0267131	lncRNA:CR45571
lncRNA:CR45579	FBgn0267139	lncRNA:CR45579
lncRNA:CR45589	FBgn0267149	lncRNA:CR45589
lncRNA:CR45593	FBgn0267153	lncRNA:CR45593
lncRNA:CR45632	FBgn0267192	lncRNA:CR45632
lncRNA:CR45644	FBgn0267204	lncRNA:CR45644
lncRNA:CR45651	FBgn0267211	lncRNA:CR45651
lncRNA:CR45654	FBgn0267214	lncRNA:CR45654
lncRNA:CR45656	FBgn0267216	lncRNA:CR45656
lncRNA:CR45675	FBgn0267235	lncRNA:CR45675
lncRNA:CR45707	FBgn0267271	lncRNA:CR45707
lncRNA:CR45755	FBgn0267319	lncRNA:CR45755
lncRNA:CR45904	FBgn0267564	lncRNA:CR45904
lncRNA:CR45958	FBgn0267620	lncRNA:CR45958
lncRNA:CR46046	FBgn0267713	lncRNA:CR46046
lncRNA:CR46053	FBgn0267720	lncRNA:CR46053
