ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	GeneRatio1	desp	module.id
GO:0007568	aging	0.037037037037037	177/12234	0.00591796830295338	0.0365067025567538	0.0276158628149886	Atg8a/Atpalpha/Cdk5/Cdk5alpha/Dlc90F/MsrA/GlyP/Hsp26/Tpi/VhaSFD	10	10/270	aging	4
GO:0016049	cell growth	0.0333333333333333	150/12234	0.00603781756109506	0.0370102930881048	0.0279968089441849	AMPKalpha/arm/Atg1/CG9328/jagn/Rab5/Rheb/Sh/sqh	9	9/270	cell growth	4
GO:0071496	cellular response to external stimulus	0.0259259259259259	99/12234	0.00625537666020809	0.0379832745793827	0.0287328305923434	AMPKalpha/Atg1/Atg8a/BI-1/EndoA/HDAC4/Syx17	7	7/270	cellular response to external stimulus	4
GO:1901888	regulation of cell junction assembly	0.0296296296296296	125/12234	0.00646921051458726	0.039158939896111	0.0296221744615311	brat/Cdk5/futsch/Mob2/Rheb/SkpA/slo/veli	8	8/270	regulation of cell junction assembly	4
GO:0065009	regulation of molecular function	0.0703703703703704	460/12234	0.0065746572242628	0.0396732431258475	0.0300112243193107	14-3-3zeta/alc/BI-1/CG13344/CG14408/CG1695/CG3703/CG7781/ctp/emc/endos/Fkbp12/Gbeta5/HDAC4/lwr/PPP1R15/Rlip/SCCRO/TBC1D16	19	19/270	regulation of molecular function	4
GO:0045476	nurse cell apoptotic process	0.0111111111111111	18/12234	0.0067859474043364	0.0406946753009276	0.0307838969751875	Atg1/lola/slmb	3	3/270	nurse cell apoptotic process	4
GO:0019693	ribose phosphate metabolic process	0.037037037037037	183/12234	0.00743124220741927	0.0440193154610738	0.0332988545074123	AdSS/Prps/Eno/Gapdh1/Gapdh2/Gycalpha99B/Pgi/Pgk/PyK/Tpi	10	10/270	ribose phosphate metabolic process	4
GO:0008283	cell population proliferation	0.0518518518518519	305/12234	0.00784809823592187	0.0462059765440142	0.0349529763058814	Bgb/brat/Cdc37/CG17059/Ggamma1/lwr/Mlf/Pkc98E/Rab5/Rheb/Roc1a/slmb/Syx7/Tango9	14	14/270	cell population proliferation	4
GO:0043484	regulation of RNA splicing	0.0259259259259259	105/12234	0.00856034112224693	0.0494966589665442	0.0374422461654917	BI-1/Caper/CG11454/Pcf11/qkr58E-3/Rm62/ssx	7	7/270	regulation of RNA splicing	4
GO:0002181	cytoplasmic translation	0.360975609756098	133/12234	2.284140241018e-100	3.58381603815725e-97	2.94774308998744e-97	CNBP/eIF3i/eIF3m/eIF4H1/orb2/RpL10Ab/RpL12/RpL13/RpL13A/RpL14/RpL17/RpL18/RpL18A/RpL21/RpL22/RpL23A/RpL26/RpL27/RpL27A/RpL28/RpL29/RpL3/RpL30/RpL31/RpL32/RpL34a/RpL34b/RpL35/RpL35A/RpL36A/RpL38/RpL39/RpL4/RpL40/RpL41/RpL5/RpL6/RpL7/RpL7A/RpL8/RpL9/RpLP0/RpLP1/RpLP2/RpS10b/RpS11/RpS12/RpS13/RpS14a/RpS14b/RpS15/RpS15Aa/RpS16/RpS17/RpS19a/RpS2/RpS20/RpS21/RpS23/RpS24/RpS25/RpS26/RpS27A/RpS28b/RpS29/RpS3/RpS30/RpS3A/RpS4/RpS5a/RpS6/RpS8/RpS9/sta	74	74/205	cytoplasmic translation	5
GO:0022613	ribonucleoprotein complex biogenesis	0.146341463414634	301/12234	2.49418662135192e-15	1.95668940445058e-12	1.60940673567235e-12	eIF4H1/Hsc70-4/RpL10Ab/RpL14/RpL23A/RpL26/RpL3/RpL34a/RpL34b/RpL35/RpL35A/RpL38/RpL5/RpL6/RpL7/RpL7A/RpLP0/RpS10b/RpS14a/RpS14b/RpS15/RpS16/RpS19a/RpS21/RpS28b/RpS5a/RpS8/SmE/sta/su(w[a])	30	30/205	ribonucleoprotein complex biogenesis	5
GO:0042255	ribosome assembly	0.0634146341463415	52/12234	2.00608621929068e-12	7.86887319516768e-10	6.47226764434308e-10	RpL23A/RpL3/RpL5/RpL6/RpLP0/RpS10b/RpS14a/RpS14b/RpS15/RpS19a/RpS28b/RpS5a/sta	13	13/205	ribosome assembly	5
GO:0022618	ribonucleoprotein complex assembly	0.0878048780487805	128/12234	3.86105870667138e-12	1.21160022215348e-09	9.96559573553497e-10	eIF4H1/Hsc70-4/RpL23A/RpL3/RpL38/RpL5/RpL6/RpLP0/RpS10b/RpS14a/RpS14b/RpS15/RpS19a/RpS28b/RpS5a/SmE/sta/su(w[a])	18	18/205	ribonucleoprotein complex assembly	5
GO:0071826	ribonucleoprotein complex subunit organization	0.0878048780487805	131/12234	5.77813574912585e-12	1.51098249839641e-09	1.24280604007514e-09	eIF4H1/Hsc70-4/RpL23A/RpL3/RpL38/RpL5/RpL6/RpLP0/RpS10b/RpS14a/RpS14b/RpS15/RpS19a/RpS28b/RpS5a/SmE/sta/su(w[a])	18	18/205	ribonucleoprotein complex subunit organization	5
GO:0000375	RNA splicing, via transesterification reactions	0.117073170731707	284/12234	6.38024183712683e-11	1.11228882693911e-08	9.14874443545906e-09	Acn/caz/CG11360/CG1677/CG42724/CG4887/Hel25E/Hrb27C/Hrb87F/Hrb98DE/Hsc70-4/lost/pAbp/Pep/Rbp1/Rbp1-like/Rsf1/SmE/sqd/su(w[a])/Sxl/Syp/yps/ytr	24	24/205	RNA splicing, via transesterification reactions	5
GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	0.117073170731707	284/12234	6.38024183712683e-11	1.11228882693911e-08	9.14874443545906e-09	Acn/caz/CG11360/CG1677/CG42724/CG4887/Hel25E/Hrb27C/Hrb87F/Hrb98DE/Hsc70-4/lost/pAbp/Pep/Rbp1/Rbp1-like/Rsf1/SmE/sqd/su(w[a])/Sxl/Syp/yps/ytr	24	24/205	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	5
GO:0000398	mRNA splicing, via spliceosome	0.117073170731707	284/12234	6.38024183712683e-11	1.11228882693911e-08	9.14874443545906e-09	Acn/caz/CG11360/CG1677/CG42724/CG4887/Hel25E/Hrb27C/Hrb87F/Hrb98DE/Hsc70-4/lost/pAbp/Pep/Rbp1/Rbp1-like/Rsf1/SmE/sqd/su(w[a])/Sxl/Syp/yps/ytr	24	24/205	mRNA splicing, via spliceosome	5
GO:0006417	regulation of translation	0.0829268292682927	146/12234	3.31374102511152e-10	3.99943051415383e-08	3.28959230509047e-08	l(3)80Fj/CNBP/eIF3b/eIF3k/elav/gw/Hrb27C/Hrb98DE/orb2/pAbp/Rack1/RpL13A/RpS9/sqd/Sxl/Syp/Unr	17	17/205	regulation of translation	5
GO:0010608	posttranscriptional regulation of gene expression	0.0975609756097561	217/12234	5.98606000849112e-10	6.70866296665898e-08	5.51797712060911e-08	CG10077/l(3)80Fj/CNBP/eIF3b/eIF3k/elav/gw/Hrb27C/Hrb98DE/Hsc70-3/Hsc70-4/orb2/pAbp/Rack1/RpL13A/RpS9/sqd/Sxl/Syp/Unr	20	20/205	posttranscriptional regulation of gene expression	5
GO:0050684	regulation of mRNA processing	0.0634146341463415	101/12234	1.25507167605513e-08	1.09400414429472e-06	8.99835014528417e-07	CG11360/elav/fne/Hel25E/Hrb27C/Hrb87F/Hrb98DE/Pep/Rbp1/Rbp1-like/Rsf1/sqd/Sxl	13	13/205	regulation of mRNA processing	5
GO:0034248	regulation of cellular amide metabolic process	0.0829268292682927	196/12234	3.06227960032131e-08	2.40235834645207e-06	1.97597620525996e-06	l(3)80Fj/CNBP/eIF3b/eIF3k/elav/gw/Hrb27C/Hrb98DE/orb2/pAbp/Rack1/RpL13A/RpS9/sqd/Sxl/Syp/Unr	17	17/205	regulation of cellular amide metabolic process	5
GO:0032269	negative regulation of cellular protein metabolic process	0.0682926829268293	178/12234	1.71920285841275e-06	0.000110908487691608	9.12239146019331e-05	chinmo/eIF3h/elav/gw/Hrb27C/mts/orb2/Rack1/RpL13A/sgg/sqd/Sxl/Unr/wdb	14	14/205	negative regulation of cellular protein metabolic process	5
GO:0051248	negative regulation of protein metabolic process	0.0682926829268293	179/12234	1.83787168896227e-06	0.000110908487691608	9.12239146019331e-05	chinmo/eIF3h/elav/gw/Hrb27C/mts/orb2/Rack1/RpL13A/sgg/sqd/Sxl/Unr/wdb	14	14/205	negative regulation of protein metabolic process	5
GO:0032270	positive regulation of cellular protein metabolic process	0.0731707317073171	237/12234	1.07016525922249e-05	0.000567754405042598	0.000466986616069387	ari-1/CNBP/eIF3m/G9a/Hrb27C/Hrb98DE/Lk6/orb2/pAbp/phyl/Rack1/RpS9/sgg/Su(var)205/Tctp	15	15/205	positive regulation of cellular protein metabolic process	5
GO:0040008	regulation of growth	0.0780487804878049	306/12234	5.7092465374015e-05	0.00242102913977918	0.00199133321617475	Ank2/bun/CaMKII/caz/chrb/cic/dysc/Lk6/rin/ringer/scyl/sgg/shot/simj/Syp/Tctp	16	16/205	regulation of growth	5
GO:0046958	nonassociative learning	0.0195121951219512	15/12234	9.0413281569093e-05	0.00373311681005018	0.00307054524109995	dnc/G9a/sgg/simj	4	4/205	nonassociative learning	5
GO:0008589	regulation of smoothened signaling pathway	0.0390243902439024	88/12234	0.000110579200292408	0.00444868628868688	0.00365911199887968	flw/mts/nej/PPP4R2r/Rack1/sgg/Sxl/wdb	8	8/205	regulation of smoothened signaling pathway	5
GO:0099536	synaptic signaling	0.0780487804878049	329/12234	0.000133528909875791	0.00523767148987789	0.00430806430283472	Ank2/CaMKII/CG11155/dnc/Dyb/dysc/Hsc70-4/nAChRalpha5/nej/pAbp/Prosap/rl/sky/Snap25/Syp/Syx1A	16	16/205	synaptic signaling	5
GO:0007619	courtship behavior	0.0390243902439024	91/12234	0.000140078746307365	0.00524644072860688	0.00431527713479725	CaMKII/dnc/egh/fne/FoxP/fru/orb2/para	8	8/205	courtship behavior	5
GO:0030490	maturation of SSU-rRNA	0.0292682926829268	48/12234	0.000140440095985653	0.00524644072860688	0.00431527713479725	RpS14a/RpS14b/RpS16/RpS21/RpS28b/RpS8	6	6/205	maturation of SSU-rRNA	5
GO:0040007	growth	0.0926829268292683	439/12234	0.000146661908776652	0.00535145429931551	0.00440165239070197	Ank2/bun/CaMKII/caz/chrb/cic/dnc/dysc/Lk6/Prosap/rin/ringer/scyl/sgg/shot/simj/Sxl/Syp/Tctp	19	19/205	growth	5
GO:0044089	positive regulation of cellular component biogenesis	0.0487804878048781	154/12234	0.000264865212067855	0.00831147035468928	0.00683631052621452	Ank2/caz/chinmo/Hsc70-4/Rack1/ringer/shot/sif/simj/Su(var)205	10	10/205	positive regulation of cellular component biogenesis	5
GO:0051962	positive regulation of nervous system development	0.0390243902439024	105/12234	0.000376415426324693	0.0105463536411329	0.00867453595252018	Ank2/ari-1/bun/caz/G9a/shot/sif/simj	8	8/205	positive regulation of nervous system development	5
GO:0033993	response to lipid	0.0292682926829268	59/12234	0.000442616926066191	0.0117409157596454	0.00965708142720822	Blimp-1/Eip75B/ftz-f1/G9a/Nurf-38/PHGPx	6	6/205	response to lipid	5
GO:0010648	negative regulation of cell communication	0.0780487804878049	366/12234	0.000443028568286075	0.0117409157596454	0.00965708142720822	Ank2/CG2918/chrb/dnc/dysc/flw/Mnn1/mts/nej/phyl/PPP4R2r/Rack1/scyl/sgg/sky/wdb	16	16/205	negative regulation of cell communication	5
GO:0042326	negative regulation of phosphorylation	0.024390243902439	39/12234	0.000455712276251554	0.0117409157596454	0.00965708142720822	chinmo/mts/Rack1/sgg/wdb	5	5/205	negative regulation of phosphorylation	5
GO:0023057	negative regulation of signaling	0.0780487804878049	367/12234	0.000456466450821139	0.0117409157596454	0.00965708142720822	Ank2/CG2918/chrb/dnc/dysc/flw/Mnn1/mts/nej/phyl/PPP4R2r/Rack1/scyl/sgg/sky/wdb	16	16/205	negative regulation of signaling	5
GO:0060260	regulation of transcription initiation from RNA polymerase II promoter	0.0195121951219512	23/12234	0.00052800695253783	0.0131498874370136	0.0108159820185694	Rbp1/Rbp1-like/Rsf1/Ssb-c31a	4	4/205	regulation of transcription initiation from RNA polymerase II promoter	5
GO:2000142	regulation of DNA-templated transcription, initiation	0.0195121951219512	23/12234	0.00052800695253783	0.0131498874370136	0.0108159820185694	Rbp1/Rbp1-like/Rsf1/Ssb-c31a	4	4/205	regulation of DNA-templated transcription, initiation	5
GO:0048589	developmental growth	0.0780487804878049	373/12234	0.000544697469869437	0.0133535989097679	0.0109835377970383	Ank2/bun/CaMKII/caz/cic/dnc/dysc/Prosap/rin/ringer/sgg/shot/simj/Sxl/Syp/Tctp	16	16/205	developmental growth	5
GO:0048638	regulation of developmental growth	0.0585365853658537	234/12234	0.000581382521036905	0.0140336796231831	0.0115429145067408	Ank2/CaMKII/caz/cic/dysc/rin/ringer/sgg/shot/simj/Syp/Tctp	12	12/205	regulation of developmental growth	5
GO:0008582	regulation of synaptic growth at neuromuscular junction	0.0390243902439024	113/12234	0.000616505673942301	0.0146560212487192	0.0120547999402434	Ank2/CaMKII/caz/dysc/ringer/sgg/simj/Syp	8	8/205	regulation of synaptic growth at neuromuscular junction	5
GO:0051124	synaptic growth at neuromuscular junction	0.0439024390243902	142/12234	0.000639201017734315	0.01496875219142	0.0123120258875455	Ank2/CaMKII/caz/dysc/Prosap/ringer/sgg/simj/Syp	9	9/205	synaptic growth at neuromuscular junction	5
GO:0051130	positive regulation of cellular component organization	0.0682926829268293	310/12234	0.00073454145894993	0.016702834044818	0.0137383345335258	Ank2/caz/chinmo/G9a/Hsc70-4/norpA/Rack1/ringer/sgg/shot/sif/simj/Su(var)205/Tctp	14	14/205	positive regulation of cellular component organization	5
GO:1904396	regulation of neuromuscular junction development	0.0390243902439024	119/12234	0.000867603442647727	0.0189065250210317	0.0155509038112005	Ank2/CaMKII/caz/dysc/ringer/sgg/simj/Syp	8	8/205	regulation of neuromuscular junction development	5
GO:0009994	oocyte differentiation	0.0487804878048781	182/12234	0.00098464840158793	0.0205988445612195	0.0169428623206569	cic/egh/flw/Hrb27C/lost/pAbp/sqd/Sxl/Syp/Syx1A	10	10/205	oocyte differentiation	5
GO:0032870	cellular response to hormone stimulus	0.0390243902439024	123/12234	0.00107642705065604	0.0221915263071589	0.0182528672319458	Eip75B/ftz-f1/G9a/mts/Nurf-38/rl/sgg/wdb	8	8/205	cellular response to hormone stimulus	5
GO:1901888	regulation of cell junction assembly	0.0390243902439024	125/12234	0.00119493546530184	0.0232406640449456	0.0191157989460959	Ank2/CaMKII/caz/dysc/ringer/sgg/simj/Syp	8	8/205	regulation of cell junction assembly	5
GO:0035075	response to ecdysone	0.024390243902439	48/12234	0.00119980483597233	0.0232406640449456	0.0191157989460959	Blimp-1/Eip75B/ftz-f1/G9a/Nurf-38	5	5/205	response to ecdysone	5
GO:0036314	response to sterol	0.024390243902439	48/12234	0.00119980483597233	0.0232406640449456	0.0191157989460959	Blimp-1/Eip75B/ftz-f1/G9a/Nurf-38	5	5/205	response to sterol	5
GO:0016334	establishment or maintenance of polarity of follicular epithelium	0.0195121951219512	29/12234	0.00130924986994624	0.0250513786090932	0.0206051391598727	awd/egh/rin/sqd	4	4/205	establishment or maintenance of polarity of follicular epithelium	5
GO:0050803	regulation of synapse structure or activity	0.0487804878048781	191/12234	0.00141849707709254	0.026814721854918	0.0220555157452816	Ank2/CaMKII/caz/CG11155/dysc/ringer/sgg/sif/simj/Syp	10	10/205	regulation of synapse structure or activity	5
GO:1901654	response to ketone	0.024390243902439	50/12234	0.00144502684905775	0.0269910372163287	0.0222005378063258	Blimp-1/Eip75B/ftz-f1/G9a/Nurf-38	5	5/205	response to ketone	5
GO:0009725	response to hormone	0.0390243902439024	130/12234	0.00153711251756216	0.0277210291960349	0.0228009672901538	Eip75B/ftz-f1/G9a/mts/Nurf-38/rl/sgg/wdb	8	8/205	response to hormone	5
GO:0034329	cell junction assembly	0.0536585365853659	229/12234	0.00166001351350885	0.0295972863942658	0.0243442173153332	Ank2/CaMKII/caz/dysc/nej/p120ctn/Prosap/ringer/sgg/simj/Syp	11	11/205	cell junction assembly	5
GO:0051094	positive regulation of developmental process	0.0536585365853659	234/12234	0.001968723700931	0.0328609307102206	0.0270286143039351	Ank2/ari-1/bun/caz/G9a/Prosap/rl/shot/sif/simj/Tctp	11	11/205	positive regulation of developmental process	5
GO:0051240	positive regulation of multicellular organismal process	0.0487804878048781	203/12234	0.00222698567999785	0.0347367462352787	0.0285715010462257	Ank2/ari-1/bun/caz/G9a/rl/shot/sif/simj/Tctp	10	10/205	positive regulation of multicellular organismal process	5
GO:0001654	eye development	0.0780487804878049	427/12234	0.00223608117894401	0.0347367462352787	0.0285715010462257	AP-1gamma/bun/caz/cic/dysc/Hrb87F/Hrb98DE/mts/nej/norpA/p120ctn/pAbp/phyl/rin/rl/sif	16	16/205	eye development	5
GO:0048880	sensory system development	0.0780487804878049	427/12234	0.00223608117894401	0.0347367462352787	0.0285715010462257	AP-1gamma/bun/caz/cic/dysc/Hrb87F/Hrb98DE/mts/nej/norpA/p120ctn/pAbp/phyl/rin/rl/sif	16	16/205	sensory system development	5
GO:0150063	visual system development	0.0780487804878049	427/12234	0.00223608117894401	0.0347367462352787	0.0285715010462257	AP-1gamma/bun/caz/cic/dysc/Hrb87F/Hrb98DE/mts/nej/norpA/p120ctn/pAbp/phyl/rin/rl/sif	16	16/205	visual system development	5
GO:0050804	modulation of chemical synaptic transmission	0.0390243902439024	142/12234	0.00267835377312132	0.0396446893398807	0.0326083587472368	Ank2/CG11155/dysc/Prosap/rl/sky/Snap25/Syp	8	8/205	modulation of chemical synaptic transmission	5
GO:0099177	regulation of trans-synaptic signaling	0.0390243902439024	142/12234	0.00267835377312132	0.0396446893398807	0.0326083587472368	Ank2/CG11155/dysc/Prosap/rl/sky/Snap25/Syp	8	8/205	regulation of trans-synaptic signaling	5
GO:0007528	neuromuscular junction development	0.0439024390243902	181/12234	0.00344016821069873	0.0499779992832065	0.0411076630245287	Ank2/CaMKII/caz/dysc/Prosap/ringer/sgg/simj/Syp	9	9/205	neuromuscular junction development	5
GO:1902692	regulation of neuroblast proliferation	0.5	47/12234	8.62527294984237e-05	0.0104944442879405	0.00368226115366333	Ctr9/Hsp83	2	2/4	regulation of neuroblast proliferation	6
GO:2000177	regulation of neural precursor cell proliferation	0.5	57/12234	0.00012720538530837	0.0104944442879405	0.00368226115366333	Ctr9/Hsp83	2	2/4	regulation of neural precursor cell proliferation	6
GO:0007405	neuroblast proliferation	0.5	91/12234	0.000325170676753716	0.0127005423855523	0.00445633066159728	Ctr9/Hsp83	2	2/4	neuroblast proliferation	6
GO:0061351	neural precursor cell proliferation	0.5	99/12234	0.000384864920774311	0.0127005423855523	0.00445633066159728	Ctr9/Hsp83	2	2/4	neural precursor cell proliferation	6
GO:0006457	protein folding	0.5	125/12234	0.000613114237522059	0.0153888011650252	0.00539957935614919	Hsp68/Hsp83	2	2/4	protein folding	6
GO:0060284	regulation of cell development	0.5	161/12234	0.00101493856922319	0.0209331079902282	0.0073449501720099	Ctr9/Hsp83	2	2/4	regulation of cell development	6
GO:0051960	regulation of nervous system development	0.5	211/12234	0.00173623165159695	0.030284220931839	0.0106260424322242	Ctr9/Hsp83	2	2/4	regulation of nervous system development	6
GO:0070922	small RNA loading onto RISC	0.25	13/12234	0.00424419907765994	0.0481746530456751	0.0169033870335702	Hsp83	1	1/4	small RNA loading onto RISC	6
GO:0071310	cellular response to organic substance	0.5	362/12234	0.00503587662099581	0.0481746530456751	0.0169033870335702	Hsp68/Hsp83	2	2/4	cellular response to organic substance	6
GO:0009409	response to cold	0.25	16/12234	0.00522170797908428	0.0481746530456751	0.0169033870335702	Hsp83	1	1/4	response to cold	6
GO:0043248	proteasome assembly	0.25	16/12234	0.00522170797908428	0.0481746530456751	0.0169033870335702	Hsp83	1	1/4	proteasome assembly	6
GO:0046628	positive regulation of insulin receptor signaling pathway	0.25	17/12234	0.00554738429010804	0.0481746530456751	0.0169033870335702	Hsp83	1	1/4	positive regulation of insulin receptor signaling pathway	6
GO:1900078	positive regulation of cellular response to insulin stimulus	0.25	17/12234	0.00554738429010804	0.0481746530456751	0.0169033870335702	Hsp83	1	1/4	positive regulation of cellular response to insulin stimulus	6
GO:0010529	negative regulation of transposition	0.25	24/12234	0.0078248799591808	0.0485484767773271	0.0170345532552025	Hsp83	1	1/4	negative regulation of transposition	6
GO:0031060	regulation of histone methylation	0.25	24/12234	0.0078248799591808	0.0485484767773271	0.0170345532552025	Ctr9	1	1/4	regulation of histone methylation	6
GO:0010528	regulation of transposition	0.25	26/12234	0.00847487387971924	0.0485484767773271	0.0170345532552025	Hsp83	1	1/4	regulation of transposition	6
GO:0032196	transposition	0.25	26/12234	0.00847487387971924	0.0485484767773271	0.0170345532552025	Hsp83	1	1/4	transposition	6
