module.id	SYMBOL	FLYBASE	GENENAME	phylostrata	phylostrata_name
5	CaMKII	FBgn0264607	Calcium/calmodulin-dependent protein kinase II	1	cellular_organisms
5	Hrb87F	FBgn0004237	Heterogeneous nuclear ribonucleoprotein at 87F	1	cellular_organisms
5	nAChRalpha5	FBgn0028875	nicotinic Acetylcholine Receptor alpha5	1	cellular_organisms
5	RpS15Aa	FBgn0010198	Ribosomal protein S15Aa	1	cellular_organisms
5	fru	FBgn0004652	fruitless	2	Eukaryota
5	HmgD	FBgn0004362	High mobility group protein D	2	Eukaryota
5	MFS17	FBgn0058263	Major Facilitator Superfamily Transporter 17	1	cellular_organisms
5	CG31650	FBgn0031673	uncharacterized protein	1	cellular_organisms
5	RpL28	FBgn0035422	Ribosomal protein L28	2	Eukaryota
5	RpL34a	FBgn0039406	Ribosomal protein L34a	1	cellular_organisms
5	nej	FBgn0261617	nejire	2	Eukaryota
5	CG42724	FBgn0261641	uncharacterized protein	2	Eukaryota
5	Ank2	FBgn0261788	Ankyrin 2	1	cellular_organisms
5	Syx1A	FBgn0013343	Syntaxin 1A	2	Eukaryota
5	prtp	FBgn0030329	pretaporter	1	cellular_organisms
5	Msp300	FBgn0261836	Muscle-specific protein 300 kDa	4	Metazoa
5	chinmo	FBgn0086758	Chronologically inappropriate morphogenesis	2	Eukaryota
5	Rbp1-like	FBgn0030479	Rbp1-like	1	cellular_organisms
5	l(3)L1231	FBgn0086686	lethal (3) L1231	6	Bilateria
5	FoxP	FBgn0262477	Forkhead box P	3	Opisthokonta
5	rudhira	FBgn0266019	rudhira	2	Eukaryota
5	RpL29	FBgn0016726	Ribosomal protein L29	2	Eukaryota
5	mtd	FBgn0013576	mustard	1	cellular_organisms
5	elav	FBgn0260400	embryonic lethal abnormal vision	1	cellular_organisms
5	RpS3A	FBgn0017545	Ribosomal protein S3A	1	cellular_organisms
5	fne	FBgn0086675	found in neurons	1	cellular_organisms
5	CG42450	FBgn0259927	uncharacterized protein	2	Eukaryota
5	CG11360	FBgn0039920	uncharacterized protein	2	Eukaryota
5	fok	FBgn0263773	fledgling of Klp38B	11	Diptera
5	sif	FBgn0085447	still life	2	Eukaryota
5	sky	FBgn0032901	skywalker	2	Eukaryota
5	dysc	FBgn0264006	dyschronic	1	cellular_organisms
5	RpS2	FBgn0004867	Ribosomal protein S2	1	cellular_organisms
5	para	FBgn0285944	paralytic	1	cellular_organisms
5	Sxl	FBgn0264270	Sex lethal	1	cellular_organisms
5	CG4887	FBgn0031318	uncharacterized protein	2	Eukaryota
5	RpL27	FBgn0039359	Ribosomal protein L27	1	cellular_organisms
5	orb2	FBgn0264307	orb2	2	Eukaryota
5	simj	FBgn0010762	simjang	4	Metazoa
5	rdgB	FBgn0003218	retinal degeneration B	1	cellular_organisms
5	sgg	FBgn0003371	shaggy	1	cellular_organisms
5	Blimp-1	FBgn0035625	Blimp-1	1	cellular_organisms
5	RpLP1	FBgn0002593	Ribosomal protein LP1	2	Eukaryota
5	ari-1	FBgn0017418	ariadne 1	2	Eukaryota
5	G9a	FBgn0040372	G9a	1	cellular_organisms
5	Rsf1	FBgn0011305	Repressor splicing factor 1	1	cellular_organisms
5	RpL26	FBgn0036825	Ribosomal protein L26	1	cellular_organisms
5	cic	FBgn0262582	capicua	2	Eukaryota
5	Xrp1	FBgn0261113	Xrp1	11	Diptera
5	Calr	FBgn0005585	Calreticulin	2	Eukaryota
5	aqz	FBgn0286516	aaquetzalli	10	Insecta
5	Syp	FBgn0038826	Syncrip	1	cellular_organisms
5	RpL40	FBgn0003941	Ribosomal protein L40	1	cellular_organisms
5	HINT1	FBgn0031459	histidine triad nucleotide binding protein 1	1	cellular_organisms
5	RpS21	FBgn0015521	Ribosomal protein S21	2	Eukaryota
5	RpL27A	FBgn0285948	Ribosomal protein L27A	1	cellular_organisms
5	CG9813	FBgn0038143	uncharacterized protein	8	Arthropoda
5	Acn	FBgn0263198	Acinus	2	Eukaryota
5	awd	FBgn0000150	abnormal wing discs	1	cellular_organisms
5	sta	FBgn0003517	stubarista	1	cellular_organisms
5	CG1677	FBgn0029941	uncharacterized protein	5	Eumetazoa
5	scyl	FBgn0041094	scylla	6	Bilateria
5	eIF3m	FBgn0033902	eukaryotic translation initiation factor 3 subunit m	2	Eukaryota
5	RpL9	FBgn0015756	Ribosomal protein L9	1	cellular_organisms
5	RpS9	FBgn0010408	Ribosomal protein S9	1	cellular_organisms
5	CG17321	FBgn0032719	uncharacterized protein	10	Insecta
5	RpS16	FBgn0034743	Ribosomal protein S16	1	cellular_organisms
5	RpS5a	FBgn0002590	Ribosomal protein S5a	1	cellular_organisms
5	l(1)G0320	FBgn0028327	lethal (1) G0320	2	Eukaryota
5	mts	FBgn0004177	microtubule star	1	cellular_organisms
5	CHOp24	FBgn0029709	CHOp24	1	cellular_organisms
5	eIF4H1	FBgn0262734	eukaryotic translation initiation factor 4H1	1	cellular_organisms
5	RpS10b	FBgn0285947	Ribosomal protein S10b	2	Eukaryota
5	CG45050	FBgn0266410	uncharacterized protein	2	Eukaryota
5	ringer	FBgn0266417	ringmaker	2	Eukaryota
5	Jafrac1	FBgn0040309	thioredoxin peroxidase 1	1	cellular_organisms
5	RpS14b	FBgn0004404	Ribosomal protein S14b	1	cellular_organisms
5	RpL21	FBgn0032987	Ribosomal protein L21	1	cellular_organisms
5	eEF1beta	FBgn0028737	eukaryotic translation elongation factor 1 beta	2	Eukaryota
5	Tapdelta	FBgn0021795	Translocon-associated protein delta	3	Opisthokonta
5	rin	FBgn0015778	rasputin	1	cellular_organisms
5	RpS3	FBgn0002622	Ribosomal protein S3	1	cellular_organisms
5	Tctp	FBgn0037874	Translationally controlled tumor protein	2	Eukaryota
6	Ctr9	FBgn0035205	Ctr9	1	cellular_organisms
6	Hsp68	FBgn0001230	Heat shock protein 68	1	cellular_organisms
6	Hsc70Cb	FBgn0026418	Hsc70Cb	1	cellular_organisms
6	Hsp83	FBgn0001233	Heat shock protein 83	1	cellular_organisms
6	l(1)G0469	FBgn0040153	lethal (1) G0469	10	Insecta
